序号,买入时间,卖出时间,买入价,卖出价,收益率%,持仓小时,累计收益%
1,2022-01-03 23:00,2022-01-04 05:30,46413.4,46151.1,-0.565,6.5,-0.57
2,2022-01-04 13:00,2022-01-05 01:30,46877.3,46114.5,-1.627,12.5,-2.18
3,2022-01-05 15:30,2022-01-06 00:30,46615.4,43681.1,-6.295,9.0,-8.34
4,2022-01-06 15:00,2022-01-07 07:00,42864.4,41611.1,-2.924,16.0,-11.02
5,2022-01-07 22:30,2022-01-08 10:30,41540.2,41916.8,0.907,12.0,-10.21
6,2022-01-09 10:00,2022-01-09 22:00,41544.2,42439.0,2.154,12.0,-8.28
7,2022-01-10 08:00,2022-01-10 12:30,41910.5,40942.1,-2.311,4.5,-10.4
8,2022-01-11 01:00,2022-01-11 17:00,41803.8,42384.7,1.39,16.0,-9.15
9,2022-01-12 07:00,2022-01-12 16:30,42531.4,43615.5,2.549,9.5,-6.84
10,2022-01-12 22:30,2022-01-13 07:00,43840.4,43709.0,-0.3,8.5,-7.12
11,2022-01-13 22:00,2022-01-14 05:30,42795.0,42889.1,0.22,7.5,-6.91
12,2022-01-14 13:00,2022-01-15 12:00,42234.8,42949.9,1.693,23.0,-5.34
13,2022-01-16 00:00,2022-01-16 10:30,43080.4,42917.5,-0.378,10.5,-5.7
14,2022-01-16 21:00,2022-01-17 07:30,42968.4,42652.8,-0.734,10.5,-6.39
15,2022-01-17 22:30,2022-01-18 09:00,42080.1,41791.7,-0.685,10.5,-7.03
16,2022-01-18 10:30,2022-01-18 22:00,41930.0,42387.0,1.09,11.5,-6.02
17,2022-01-19 05:30,2022-01-19 16:00,41766.0,41834.6,0.164,10.5,-5.86
18,2022-01-20 02:30,2022-01-20 11:00,41990.7,42085.5,0.226,8.5,-5.65
19,2022-01-20 17:00,2022-01-21 02:30,43236.9,39840.0,-7.856,9.5,-13.06
20,2022-01-21 19:00,2022-01-22 09:30,38238.2,34824.5,-8.927,14.5,-20.82
21,2022-01-22 20:00,2022-01-23 18:30,34930.7,34956.6,0.074,22.5,-20.76
22,2022-01-24 13:00,2022-01-25 14:00,33519.5,36596.4,9.179,25.0,-13.49
23,2022-01-26 02:00,2022-01-26 12:00,36906.4,37824.2,2.487,10.0,-11.34
24,2022-01-26 18:30,2022-01-27 01:00,37961.5,36668.1,-3.407,6.5,-14.36
25,2022-01-27 15:30,2022-01-28 06:30,36644.0,36923.3,0.762,15.0,-13.71
26,2022-01-28 16:30,2022-01-28 22:00,37110.1,37811.4,1.89,5.5,-12.08
27,2022-01-29 04:30,2022-01-29 15:30,37818.0,37562.0,-0.677,11.0,-12.67
28,2022-01-30 05:00,2022-01-30 16:30,38189.9,37835.8,-0.927,11.5,-13.48
29,2022-01-31 10:00,2022-02-01 08:00,37203.9,38564.0,3.656,22.0,-10.32
30,2022-02-02 00:00,2022-02-02 11:00,38761.0,38512.9,-0.64,11.0,-10.89
31,2022-02-03 00:30,2022-02-03 05:30,36892.1,37008.1,0.314,5.0,-10.61
32,2022-02-03 12:00,2022-02-04 06:30,36336.5,37994.0,4.562,18.5,-6.54
33,2022-02-04 07:00,2022-02-04 21:00,37935.9,40498.0,6.754,14.0,-0.22
34,2022-02-06 05:30,2022-02-07 22:30,41577.2,44074.3,6.006,41.0,5.77
35,2022-02-08 07:30,2022-02-08 11:00,44866.7,43783.5,-2.414,3.5,3.22
36,2022-02-09 04:30,2022-02-09 20:00,43457.9,44549.6,2.512,15.5,5.81
37,2022-02-10 01:30,2022-02-10 06:30,44254.1,43881.5,-0.842,5.0,4.92
38,2022-02-10 21:00,2022-02-11 05:30,44105.7,42853.2,-2.84,8.5,1.94
39,2022-02-11 17:00,2022-02-12 06:00,43511.8,42161.1,-3.104,13.0,-1.23
40,2022-02-12 16:30,2022-02-13 06:30,42729.9,42424.1,-0.716,14.0,-1.93
41,2022-02-13 21:00,2022-02-14 03:00,42219.2,41862.1,-0.846,6.0,-2.76
42,2022-02-14 14:30,2022-02-15 06:30,42513.3,43539.8,2.415,16.0,-0.41
43,2022-02-15 14:30,2022-02-15 22:30,44255.3,44176.0,-0.179,8.0,-0.59
44,2022-02-16 14:30,2022-02-17 16:00,43486.2,41941.9,-3.551,25.5,-4.12
45,2022-02-18 06:00,2022-02-18 23:30,40630.0,39984.1,-1.59,17.5,-5.65
46,2022-02-19 12:00,2022-02-19 21:00,39801.2,39930.0,0.324,9.0,-5.34
47,2022-02-20 08:30,2022-02-20 11:30,38169.1,38336.0,0.437,3.0,-4.93
48,2022-02-20 23:30,2022-02-21 15:00,38380.0,38801.6,1.098,15.5,-3.88
49,2022-02-22 07:30,2022-02-23 06:00,36772.1,38056.5,3.493,22.5,-0.53
50,2022-02-24 15:00,2022-02-25 09:30,35629.7,38686.0,8.578,18.5,8.01
51,2022-02-26 03:30,2022-02-26 11:30,39398.1,38938.7,-1.166,8.0,6.75
52,2022-02-26 17:00,2022-02-26 20:30,39128.1,39330.0,0.516,3.5,7.3
53,2022-02-27 01:30,2022-02-27 13:30,38244.9,39063.9,2.141,12.0,9.6
54,2022-02-27 19:30,2022-02-28 04:30,37605.9,37817.4,0.562,9.0,10.21
55,2022-02-28 15:00,2022-03-01 07:30,40450.4,43486.6,7.506,16.5,18.48
56,2022-03-02 06:00,2022-03-02 22:00,44126.0,44050.9,-0.17,16.0,18.28
57,2022-03-03 04:00,2022-03-03 18:30,43414.0,42263.9,-2.649,14.5,15.15
58,2022-03-04 00:00,2022-03-04 07:30,42197.0,41433.2,-1.81,7.5,13.06
59,2022-03-04 14:30,2022-03-05 04:00,41108.5,38870.0,-5.445,13.5,6.91
60,2022-03-05 13:30,2022-03-06 04:30,39010.0,39466.1,1.169,15.0,8.16
61,2022-03-07 01:30,2022-03-07 14:30,38318.9,38857.0,1.404,13.0,9.68
62,2022-03-07 20:30,2022-03-08 08:00,37581.9,38791.9,3.22,11.5,13.21
63,2022-03-08 17:00,2022-03-09 00:00,38928.1,38788.6,-0.358,7.0,12.8
64,2022-03-09 09:30,2022-03-09 22:30,42030.0,41898.2,-0.314,13.0,12.45
65,2022-03-10 16:30,2022-03-11 13:00,39143.2,39615.9,1.208,20.5,13.81
66,2022-03-12 01:30,2022-03-12 05:00,39187.2,39144.7,-0.108,3.5,13.68
67,2022-03-12 13:30,2022-03-12 22:30,39072.2,39108.3,0.092,9.0,13.79
68,2022-03-13 11:00,2022-03-13 21:30,38946.8,38741.9,-0.526,10.5,13.19
69,2022-03-14 06:30,2022-03-15 02:00,38659.0,38900.1,0.624,19.5,13.9
70,2022-03-15 16:00,2022-03-16 10:30,39181.0,40309.9,2.881,18.5,17.18
71,2022-03-16 23:00,2022-03-17 07:30,41127.9,40726.0,-0.977,8.5,16.03
72,2022-03-18 01:30,2022-03-19 11:30,40541.9,41723.9,2.916,34.0,19.41
73,2022-03-20 00:30,2022-03-20 12:00,42040.0,41515.9,-1.247,11.5,17.93
74,2022-03-21 01:30,2022-03-21 22:00,41229.9,41195.1,-0.084,20.5,17.83
75,2022-03-21 23:00,2022-03-22 04:00,40979.9,43094.0,5.159,5.0,23.9
76,2022-03-22 12:30,2022-03-22 21:00,42947.9,42710.4,-0.553,8.5,23.22
77,2022-03-23 14:00,2022-03-24 11:00,42283.9,43036.1,1.779,21.0,25.41
78,2022-03-25 06:30,2022-03-25 14:00,44099.9,44881.1,1.771,7.5,27.63
79,2022-03-26 00:30,2022-03-26 05:30,44151.9,44498.0,0.784,5.0,28.63
80,2022-03-26 16:30,2022-03-27 17:30,44290.0,44922.0,1.427,25.0,30.47
81,2022-03-28 03:00,2022-03-28 16:00,46955.1,47398.0,0.943,13.0,31.7
82,2022-03-29 16:00,2022-03-30 06:00,47365.9,47512.8,0.31,14.0,32.11
83,2022-03-30 16:30,2022-03-31 04:00,47250.0,47036.1,-0.453,11.5,31.51
84,2022-03-31 09:00,2022-03-31 17:30,47150.0,45818.0,-2.825,8.5,27.8
85,2022-04-01 12:00,2022-04-02 06:30,44843.2,46634.5,3.995,18.5,32.9
86,2022-04-03 05:00,2022-04-04 02:00,46280.2,45930.0,-0.757,21.0,31.89
87,2022-04-04 21:30,2022-04-05 18:00,46460.1,45958.0,-1.081,20.5,30.47
88,2022-04-06 10:00,2022-04-07 02:30,45436.9,43347.9,-4.598,16.5,24.47
89,2022-04-07 10:00,2022-04-08 01:30,43400.1,43609.9,0.483,15.5,25.07
90,2022-04-09 09:00,2022-04-10 04:30,42421.7,42735.7,0.74,19.5,26.0
91,2022-04-11 05:00,2022-04-11 11:30,42269.9,41061.5,-2.859,6.5,22.4
92,2022-04-11 23:30,2022-04-13 00:00,39520.0,40080.0,1.417,24.5,24.13
93,2022-04-13 14:30,2022-04-14 10:30,40643.8,40950.1,0.754,20.0,25.07
94,2022-04-15 04:30,2022-04-15 23:00,40106.6,40469.8,0.906,18.5,26.2
95,2022-04-17 02:30,2022-04-17 19:00,40186.7,40122.5,-0.16,16.5,26.0
96,2022-04-18 15:30,2022-04-19 10:30,39254.4,40790.1,3.912,19.0,30.93
97,2022-04-20 01:30,2022-04-20 11:00,41355.8,41857.6,1.213,9.5,32.51
98,2022-04-20 20:00,2022-04-21 05:00,41232.7,41595.7,0.88,9.0,33.68
99,2022-04-21 12:30,2022-04-21 22:30,42668.8,40410.6,-5.292,10.0,26.61
100,2022-04-22 14:30,2022-04-23 04:00,39867.8,39387.8,-1.204,13.5,25.08
101,2022-04-23 11:30,2022-04-24 01:30,39606.1,39482.9,-0.311,14.0,24.69
102,2022-04-24 22:00,2022-04-25 04:00,39690.0,39117.4,-1.443,6.0,22.89
103,2022-04-25 08:30,2022-04-25 15:30,38421.9,38982.7,1.46,7.0,24.69
104,2022-04-25 18:00,2022-04-26 12:00,39504.0,40523.2,2.58,18.0,27.9
105,2022-04-27 06:30,2022-04-28 00:00,38649.7,39272.3,1.611,17.5,29.97
106,2022-04-28 14:00,2022-04-29 00:00,38983.8,39750.0,1.965,10.0,32.52
107,2022-04-29 22:00,2022-04-30 19:00,38585.9,38354.5,-0.6,21.0,31.72
108,2022-05-01 10:00,2022-05-02 05:00,38053.2,38934.8,2.317,19.0,34.78
109,2022-05-03 09:00,2022-05-03 21:30,38507.0,37800.0,-1.836,12.5,32.3
110,2022-05-04 08:30,2022-05-05 00:30,38972.2,39662.9,1.772,16.0,34.65
111,2022-05-06 03:30,2022-05-06 22:30,36456.7,35998.5,-1.257,19.0,32.95
112,2022-05-07 10:30,2022-05-07 16:30,36087.7,35964.8,-0.341,6.0,32.5
113,2022-05-08 15:30,2022-05-09 06:00,34369.8,33431.7,-2.729,14.5,28.89
114,2022-05-10 01:30,2022-05-10 23:00,30895.2,31055.8,0.52,21.5,29.56
115,2022-05-11 14:00,2022-05-12 00:00,31141.0,29756.1,-4.447,10.0,23.79
116,2022-05-12 14:30,2022-05-13 09:30,29579.2,30447.0,2.934,19.0,27.43
117,2022-05-14 12:30,2022-05-15 15:00,29102.6,29990.6,3.051,26.5,31.31
118,2022-05-16 02:00,2022-05-16 08:30,30492.2,29800.1,-2.27,6.5,28.33
119,2022-05-17 00:30,2022-05-17 16:30,30162.6,30147.9,-0.049,16.0,28.27
120,2022-05-18 11:00,2022-05-18 19:00,29801.2,29247.5,-1.858,8.0,25.89
121,2022-05-19 03:00,2022-05-20 02:00,29195.5,30296.5,3.771,23.0,30.63
122,2022-05-21 01:30,2022-05-21 23:30,29144.3,29443.9,1.028,22.0,31.98
123,2022-05-22 15:30,2022-05-23 05:30,29846.6,30301.5,1.524,14.0,33.99
124,2022-05-23 16:00,2022-05-23 19:00,30430.6,29233.9,-3.933,3.0,28.72
125,2022-05-24 12:00,2022-05-25 03:00,29193.9,30140.7,3.243,15.0,32.89
126,2022-05-25 08:30,2022-05-25 15:00,29826.2,29718.5,-0.361,6.5,32.41
127,2022-05-26 06:00,2022-05-26 16:30,29598.2,29585.7,-0.042,10.5,32.36
128,2022-05-27 03:00,2022-05-27 14:00,29080.0,29174.2,0.324,11.0,32.79
129,2022-05-27 23:30,2022-05-28 23:30,28632.7,29026.8,1.376,24.0,34.62
130,2022-05-29 15:30,2022-05-30 08:00,29212.8,30705.2,5.109,16.5,41.49
131,2022-05-30 13:00,2022-05-30 21:30,30354.0,31805.7,4.783,8.5,48.26
132,2022-05-31 10:30,2022-05-31 19:00,31669.8,31702.2,0.102,8.5,48.41
133,2022-06-01 04:30,2022-06-01 13:00,31568.0,31838.1,0.856,8.5,49.68
134,2022-06-02 10:30,2022-06-03 02:30,30031.5,30547.4,1.718,16.0,52.25
135,2022-06-04 03:30,2022-06-04 18:30,29559.2,29769.1,0.71,15.0,53.33
136,2022-06-05 12:00,2022-06-05 13:30,29762.6,29653.5,-0.367,1.5,52.77
137,2022-06-05 21:30,2022-06-06 15:30,29958.0,31537.6,5.273,18.0,60.83
138,2022-06-07 15:00,2022-06-08 11:00,29812.9,30411.9,2.009,20.0,64.06
139,2022-06-09 02:00,2022-06-09 22:30,30189.5,30068.1,-0.402,20.5,63.4
140,2022-06-10 11:30,2022-06-11 00:00,30018.6,29192.3,-2.753,12.5,58.9
141,2022-06-11 07:30,2022-06-11 20:00,29325.3,28526.3,-2.725,12.5,54.57
142,2022-06-12 08:30,2022-06-13 07:30,27573.2,24802.8,-10.047,23.0,39.04
143,2022-06-13 20:30,2022-06-14 14:30,23245.0,22508.6,-3.168,18.0,34.64
144,2022-06-14 20:00,2022-06-15 01:30,21930.1,22160.8,1.052,5.5,36.05
145,2022-06-15 17:30,2022-06-16 10:00,21110.7,21065.4,-0.215,16.5,35.76
146,2022-06-17 03:30,2022-06-17 23:30,20383.0,20468.0,0.417,20.0,36.33
147,2022-06-18 15:30,2022-06-18 19:30,18954.0,18060.5,-4.714,4.0,29.9
148,2022-06-19 02:30,2022-06-19 22:30,18384.1,20693.4,12.561,20.0,46.22
149,2022-06-20 23:00,2022-06-21 08:00,20500.5,21179.8,3.314,9.0,51.06
150,2022-06-21 11:00,2022-06-21 23:00,21136.9,20588.4,-2.595,12.0,47.14
151,2022-06-22 15:00,2022-06-23 07:30,20465.0,20461.2,-0.019,16.5,47.11
152,2022-06-23 15:30,2022-06-24 00:00,20350.5,21032.0,3.349,8.5,52.04
153,2022-06-24 12:30,2022-06-24 18:30,21215.8,21130.0,-0.404,6.0,51.43
154,2022-06-25 03:30,2022-06-25 17:00,21299.1,21121.8,-0.832,13.5,50.17
155,2022-06-26 05:30,2022-06-26 18:30,21440.5,21190.5,-1.166,13.0,48.41
156,2022-06-27 09:30,2022-06-28 00:30,21454.1,20776.6,-3.158,15.0,43.73
157,2022-06-28 11:00,2022-06-29 00:00,21032.6,20355.2,-3.221,13.0,39.1
158,2022-06-29 13:30,2022-06-30 08:00,20082.9,19323.5,-3.781,18.5,33.84
159,2022-07-01 01:00,2022-07-01 15:30,20387.8,19293.3,-5.368,14.5,26.65
160,2022-07-02 06:00,2022-07-02 14:30,19235.5,19281.4,0.239,8.5,26.96
161,2022-07-02 21:00,2022-07-03 08:30,19298.8,19018.6,-1.452,11.5,25.11
162,2022-07-03 22:00,2022-07-04 13:00,19318.6,19696.8,1.958,15.0,27.56
163,2022-07-04 22:00,2022-07-05 08:00,19954.5,20009.9,0.278,10.0,27.92
164,2022-07-06 02:30,2022-07-06 16:30,19861.6,20300.8,2.211,14.0,30.75
165,2022-07-07 01:30,2022-07-07 12:00,20513.7,20430.3,-0.407,10.5,30.21
166,2022-07-07 23:30,2022-07-08 11:00,21620.2,21610.1,-0.047,11.5,30.15
167,2022-07-09 02:30,2022-07-09 16:00,21580.4,21580.8,0.002,13.5,30.16
168,2022-07-09 22:00,2022-07-10 04:30,21707.4,21276.2,-1.986,6.5,27.57
169,2022-07-10 21:30,2022-07-11 19:30,21039.0,20508.2,-2.523,22.0,24.35
170,2022-07-11 23:00,2022-07-12 04:00,19996.9,20001.0,0.021,5.0,24.38
171,2022-07-12 18:30,2022-07-13 09:00,19726.2,19889.2,0.826,14.5,25.4
172,2022-07-13 17:00,2022-07-14 02:30,19843.0,20259.2,2.097,9.5,28.03
173,2022-07-15 02:30,2022-07-15 14:30,20489.7,20891.5,1.961,12.0,30.55
174,2022-07-16 16:00,2022-07-17 10:00,21167.2,21315.8,0.702,18.0,31.46
175,2022-07-18 06:30,2022-07-19 00:00,22197.7,22588.3,1.76,17.5,33.78
176,2022-07-19 14:00,2022-07-20 09:00,22283.1,23530.2,5.597,19.0,41.26
177,2022-07-20 23:00,2022-07-21 05:30,23227.1,22937.8,-1.246,6.5,39.5
178,2022-07-21 17:00,2022-07-22 13:30,22927.5,23457.2,2.31,20.5,42.73
179,2022-07-23 14:00,2022-07-24 01:00,22246.4,22519.5,1.228,11.0,44.48
180,2022-07-24 06:00,2022-07-24 19:00,22739.1,22753.9,0.065,13.0,44.57
181,2022-07-25 19:00,2022-07-26 08:30,21650.0,21067.5,-2.691,13.5,40.68
182,2022-07-26 22:00,2022-07-27 18:00,21098.3,22086.9,4.686,20.0,47.27
183,2022-07-28 09:30,2022-07-28 11:00,22976.8,23043.5,0.29,1.5,47.7
184,2022-07-29 02:30,2022-07-29 14:00,23780.0,24132.4,1.482,11.5,49.89
185,2022-07-30 01:30,2022-07-31 03:00,23915.2,23744.1,-0.715,25.5,48.82
186,2022-07-31 18:00,2022-08-01 06:30,23666.2,23220.4,-1.884,12.5,46.01
187,2022-08-01 19:00,2022-08-02 09:00,22943.2,22740.1,-0.885,14.0,44.72
188,2022-08-02 22:00,2022-08-03 10:00,23049.2,23395.3,1.502,12.0,46.9
189,2022-08-03 18:00,2022-08-04 03:30,23497.3,23092.1,-1.724,9.5,44.36
190,2022-08-04 18:00,2022-08-05 21:30,22588.4,23105.8,2.291,27.5,47.67
191,2022-08-06 11:30,2022-08-06 21:30,23159.0,23178.7,0.085,10.0,47.79
192,2022-08-07 13:30,2022-08-08 08:00,23155.1,23918.8,3.298,18.5,52.67
193,2022-08-09 15:00,2022-08-10 22:00,23123.1,23943.6,3.548,31.0,58.09
194,2022-08-11 00:00,2022-08-11 01:30,23943.2,24434.8,2.053,1.5,61.33
195,2022-08-11 18:30,2022-08-11 20:00,24152.3,24157.8,0.023,1.5,61.37
196,2022-08-12 13:00,2022-08-13 12:30,23804.4,24441.4,2.676,23.5,65.69
197,2022-08-14 06:30,2022-08-14 21:00,24672.2,24391.5,-1.138,14.5,63.8
198,2022-08-15 09:30,2022-08-15 22:00,24174.0,24070.4,-0.429,12.5,63.1
199,2022-08-16 07:00,2022-08-16 20:00,23997.0,23932.5,-0.269,13.0,62.66
200,2022-08-17 06:00,2022-08-17 17:30,24380.4,23470.4,-3.733,11.5,56.59
201,2022-08-18 07:30,2022-08-18 22:00,23410.5,23393.8,-0.071,14.5,56.48
202,2022-08-19 20:00,2022-08-20 23:00,21284.6,21203.1,-0.383,27.0,55.88
203,2022-08-21 14:30,2022-08-22 02:30,21408.5,21476.0,0.315,12.0,56.37
204,2022-08-22 22:30,2022-08-23 20:00,21173.0,21572.9,1.889,21.5,59.32
205,2022-08-24 18:30,2022-08-25 08:00,21675.6,21732.1,0.261,13.5,59.74
206,2022-08-25 20:00,2022-08-26 03:30,21571.9,21552.5,-0.09,7.5,59.6
207,2022-08-26 14:00,2022-08-26 22:00,21451.7,20652.5,-3.726,8.0,53.65
208,2022-08-27 00:00,2022-08-27 00:30,20272.4,20307.3,0.172,0.5,53.91
209,2022-08-27 13:30,2022-08-28 07:00,20167.7,20039.1,-0.638,17.5,52.93
210,2022-08-28 14:30,2022-08-28 18:30,19915.2,20005.9,0.455,4.0,53.63
211,2022-08-29 10:30,2022-08-30 05:30,19831.4,20415.6,2.946,19.0,58.16
212,2022-08-31 08:00,2022-08-31 21:00,20197.0,20236.0,0.193,13.0,58.46
213,2022-09-01 11:00,2022-09-01 21:00,19993.5,20060.8,0.337,10.0,58.99
214,2022-09-02 00:00,2022-09-02 17:30,20091.3,19803.1,-1.434,17.5,56.71
215,2022-09-03 15:00,2022-09-04 20:00,19807.9,19895.4,0.442,29.0,57.41
216,2022-09-05 01:30,2022-09-05 09:00,19837.8,19745.1,-0.467,7.5,56.67
217,2022-09-06 00:00,2022-09-06 13:00,19911.3,19851.0,-0.303,13.0,56.2
218,2022-09-07 12:00,2022-09-08 06:00,18717.9,19285.3,3.031,18.0,60.93
219,2022-09-09 01:30,2022-09-09 21:30,19338.3,21253.8,9.905,20.0,76.87
220,2022-09-10 18:00,2022-09-11 17:00,21372.9,21733.3,1.686,23.0,79.85
221,2022-09-12 03:30,2022-09-13 01:30,21657.2,22238.9,2.686,22.0,84.68
222,2022-09-13 21:00,2022-09-13 23:00,20145.6,20164.8,0.095,2.0,84.86
223,2022-09-14 11:00,2022-09-15 01:00,20300.3,20122.6,-0.875,14.0,83.24
224,2022-09-15 13:30,2022-09-15 19:30,20120.3,19785.4,-1.664,6.0,80.19
225,2022-09-16 11:00,2022-09-17 18:00,19792.6,20068.2,1.392,31.0,82.7
226,2022-09-18 05:30,2022-09-18 12:00,20069.1,19914.9,-0.768,6.5,81.3
227,2022-09-19 12:30,2022-09-20 09:30,18816.7,19229.8,2.195,21.0,85.28
228,2022-09-21 02:30,2022-09-22 00:00,19014.0,18474.2,-2.839,21.5,80.02
229,2022-09-22 17:00,2022-09-23 04:30,19068.1,19415.4,1.821,11.5,83.3
230,2022-09-24 03:00,2022-09-24 17:30,19109.6,19082.8,-0.14,14.5,83.04
231,2022-09-25 06:30,2022-09-26 01:30,19025.7,18877.9,-0.777,19.0,81.62
232,2022-09-26 13:00,2022-09-27 18:00,19059.6,18953.9,-0.555,29.0,80.61
233,2022-09-28 11:30,2022-09-29 07:00,18954.5,19333.4,1.999,19.5,84.22
234,2022-09-29 23:00,2022-09-30 16:30,19494.2,19713.2,1.123,17.5,86.29
235,2022-10-01 17:00,2022-10-02 12:00,19283.9,19151.6,-0.686,19.0,85.01
236,2022-10-03 06:00,2022-10-03 18:00,19210.0,19602.5,2.043,12.0,88.79
237,2022-10-03 19:30,2022-10-04 08:00,19543.2,19935.2,2.006,12.5,92.58
238,2022-10-04 21:30,2022-10-05 04:00,20290.1,20087.8,-0.997,6.5,90.66
239,2022-10-05 22:30,2022-10-06 15:30,20190.2,20016.1,-0.862,17.0,89.01
240,2022-10-07 06:00,2022-10-07 19:30,19828.6,19462.5,-1.846,13.5,85.52
241,2022-10-08 10:00,2022-10-08 20:30,19500.3,19450.8,-0.254,10.5,85.05
242,2022-10-09 13:30,2022-10-10 04:00,19463.9,19429.9,-0.175,14.5,84.73
243,2022-10-10 19:00,2022-10-12 05:30,19219.0,19115.7,-0.537,34.5,83.74
244,2022-10-12 16:00,2022-10-13 00:00,19103.7,19157.3,0.281,8.0,84.25
245,2022-10-13 23:00,2022-10-14 14:30,19389.6,19465.2,0.39,15.5,84.97
246,2022-10-15 07:30,2022-10-16 01:00,19168.1,19138.9,-0.152,17.5,84.69
247,2022-10-16 14:30,2022-10-17 00:00,19130.2,19238.3,0.565,9.5,85.73
248,2022-10-17 11:00,2022-10-18 05:00,19487.3,19543.6,0.289,18.0,86.27
249,2022-10-18 23:00,2022-10-19 00:30,19332.4,19234.7,-0.505,1.5,85.33
250,2022-10-19 09:30,2022-10-20 01:30,19266.1,19042.9,-1.159,16.0,83.18
251,2022-10-20 06:00,2022-10-20 14:30,19127.8,19323.3,1.022,8.5,85.05
252,2022-10-20 16:30,2022-10-21 02:30,19180.6,19110.0,-0.368,10.0,84.37
253,2022-10-21 16:00,2022-10-22 12:30,19116.9,19180.7,0.334,20.5,84.99
254,2022-10-23 01:00,2022-10-23 08:00,19179.1,19169.4,-0.051,7.0,84.89
255,2022-10-23 19:30,2022-10-24 12:00,19499.8,19376.8,-0.631,16.5,83.73
256,2022-10-25 00:30,2022-10-26 10:30,19309.2,20667.0,7.032,34.0,96.65
257,2022-10-26 23:00,2022-10-27 06:30,20825.0,20718.4,-0.512,7.5,95.64
258,2022-10-27 20:30,2022-10-29 10:00,20395.7,20858.4,2.269,37.5,100.08
259,2022-10-30 11:30,2022-10-30 13:30,20774.0,20649.7,-0.598,2.0,98.88
260,2022-10-30 16:00,2022-10-31 03:30,20654.6,20520.6,-0.649,11.5,97.59
261,2022-10-31 08:30,2022-11-01 05:00,20491.5,20511.4,0.097,20.5,97.78
262,2022-11-01 11:30,2022-11-01 20:00,20525.2,20463.8,-0.299,8.5,97.19
263,2022-11-02 09:30,2022-11-02 20:00,20464.8,20164.3,-1.468,10.5,94.3
264,2022-11-03 06:00,2022-11-03 22:30,20327.1,20193.0,-0.66,16.5,93.02
265,2022-11-04 07:00,2022-11-04 23:00,20573.0,21172.0,2.912,16.0,98.63
266,2022-11-06 06:00,2022-11-07 06:00,21176.9,20870.9,-1.445,24.0,95.76
267,2022-11-07 18:00,2022-11-08 09:00,20728.2,19757.1,-4.685,15.0,86.59
268,2022-11-09 00:00,2022-11-09 15:00,18537.5,17643.8,-4.821,15.0,77.6
269,2022-11-10 07:00,2022-11-11 00:30,16772.9,17553.2,4.652,17.5,85.86
270,2022-11-11 21:00,2022-11-12 09:30,16839.3,16861.0,0.129,12.5,86.1
271,2022-11-12 11:00,2022-11-13 06:30,16843.5,16685.7,-0.937,19.5,84.36
272,2022-11-14 05:00,2022-11-15 04:30,15950.4,16774.4,5.166,23.5,93.88
273,2022-11-15 15:00,2022-11-15 23:00,16957.1,16866.4,-0.535,8.0,92.84
274,2022-11-16 18:30,2022-11-16 23:00,16552.7,16703.5,0.911,4.5,94.6
275,2022-11-17 03:00,2022-11-17 18:00,16594.4,16691.7,0.586,15.0,95.74
276,2022-11-18 03:30,2022-11-18 14:00,16854.0,16776.0,-0.463,10.5,94.83
277,2022-11-19 05:00,2022-11-19 22:30,16592.8,16736.6,0.867,17.5,96.52
278,2022-11-20 01:30,2022-11-20 06:30,16681.9,16688.7,0.041,5.0,96.6
279,2022-11-21 06:30,2022-11-22 05:00,16094.3,15804.6,-1.8,22.5,93.06
280,2022-11-22 15:30,2022-11-23 09:30,16237.4,16561.5,1.996,18.0,96.92
281,2022-11-24 08:30,2022-11-24 20:30,16590.7,16568.8,-0.132,12.0,96.66
282,2022-11-25 07:30,2022-11-26 09:30,16467.3,16591.4,0.754,26.0,98.14
283,2022-11-27 07:00,2022-11-27 23:30,16560.7,16427.4,-0.805,16.5,96.54
284,2022-11-28 19:30,2022-11-29 17:30,16223.4,16380.7,0.97,22.0,98.45
285,2022-11-30 10:30,2022-11-30 20:30,16868.2,17096.3,1.352,10.0,101.13
286,2022-12-01 08:00,2022-12-01 18:00,17077.1,16943.1,-0.785,10.0,99.56
287,2022-12-02 05:30,2022-12-03 05:00,16937.1,17019.7,0.488,23.5,100.53
288,2022-12-04 02:30,2022-12-05 00:00,16974.9,17125.1,0.885,21.5,102.3
289,2022-12-05 07:00,2022-12-05 16:00,17317.0,17055.1,-1.512,9.0,99.24
290,2022-12-06 09:00,2022-12-07 00:00,16997.1,17068.9,0.422,15.0,100.09
291,2022-12-08 03:00,2022-12-08 18:00,16851.1,17012.7,0.959,15.0,102.0
292,2022-12-08 23:30,2022-12-09 10:00,17226.0,17211.4,-0.085,10.5,101.83
293,2022-12-10 03:00,2022-12-11 00:30,17147.5,17145.0,-0.015,21.5,101.8
294,2022-12-11 18:00,2022-12-12 02:00,17176.1,16945.3,-1.344,8.0,99.09
295,2022-12-12 18:30,2022-12-13 09:00,17024.6,17192.5,0.986,14.5,101.06
296,2022-12-14 02:00,2022-12-14 07:30,17771.4,17812.1,0.229,5.5,101.52
297,2022-12-14 17:00,2022-12-15 06:00,18093.4,17731.3,-2.001,13.0,97.48
298,2022-12-15 19:30,2022-12-16 21:30,17443.3,16836.1,-3.481,26.0,90.61
299,2022-12-17 08:30,2022-12-18 02:00,16718.9,16719.8,0.005,17.5,90.62
